id,match_id,sentence,type,source,tokens,pos_tags,event_tags,dep_tags
35,M18,Archer leads PBKS demolition job after Jaiswal & Co set the platform for Royals,Headline,ESPNCricinfo,"['Archer', 'leads', 'PBKS', 'demolition', 'job', 'after', 'Jaiswal', '&', 'Co', 'set', 'the', 'platform', 'for', 'Royals']","['PROPN', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'SCONJ', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'compound', 'compound', 'dobj', 'mark', 'nsubj', 'cc', 'conj', 'advcl', 'det', 'dobj', 'prep', 'pobj']"
36,M18,"It looked like an ideal game for Royals, first posting a 200-plus total and then almost all their bowlers combining for a comprehensive win",Summary,ESPNCricinfo,"['It', 'looked', 'like', 'an', 'ideal', 'game', 'for', 'Royals', ',', 'first', 'posting', 'a', '200', '-', 'plus', 'total', 'and', 'then', 'almost', 'all', 'their', 'bowlers', 'combining', 'for', 'a', 'comprehensive', 'win']","['PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'DET', 'NUM', 'PUNCT', 'CCONJ', 'NOUN', 'CCONJ', 'ADV', 'ADV', 'DET', 'PRON', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'prep', 'det', 'amod', 'pobj', 'prep', 'pobj', 'punct', 'advmod', 'advcl', 'det', 'nummod', 'punct', 'cc', 'dobj', 'cc', 'advmod', 'advmod', 'predet', 'poss', 'conj', 'acl', 'prep', 'det', 'amod', 'pobj']"
37,M19,"Siraj, Gill and Washington hand Sunrisers fourth successive defeat",Headline,ESPNCricinfo,"['Siraj', ',', 'Gill', 'and', 'Washington', 'hand', 'Sunrisers', 'fourth', 'successive', 'defeat']","['PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PROPN', 'ADJ', 'ADJ', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'punct', 'conj', 'cc', 'conj', 'ROOT', 'dative', 'amod', 'amod', 'dobj']"
38,M19,It was another batting malfunction from SRH as local boy Siraj ran through them,Summary,ESPNCricinfo,"['It', 'was', 'another', 'batting', 'malfunction', 'from', 'SRH', 'as', 'local', 'boy', 'Siraj', 'ran', 'through', 'them']","['PRON', 'AUX', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'PROPN', 'VERB', 'ADP', 'PRON']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'det', 'compound', 'attr', 'prep', 'pobj', 'prep', 'amod', 'pobj', 'appos', 'ccomp', 'prep', 'pobj']"
39,M20,"Kohli, Patidar and Krunal star as RCB end ten-year Wankhede jinx",Headline,ESPNCricinfo,"['Kohli', ',', 'Patidar', 'and', 'Krunal', 'star', 'as', 'RCB', 'end', 'ten', '-', 'year', 'Wankhede', 'jinx']","['PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'NOUN', 'SCONJ', 'PROPN', 'NOUN', 'NUM', 'PUNCT', 'NOUN', 'PROPN', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nmod', 'punct', 'nmod', 'cc', 'conj', 'ROOT', 'mark', 'nsubj', 'advcl', 'nummod', 'punct', 'compound', 'compound', 'dobj']"
40,M20,"Despite scoring 221, the win didn't come easy for RCB with Hardik and Tilak giving them a scare, but Krunal kept his calm",Summary,ESPNCricinfo,"['Despite', 'scoring', '221', ',', 'the', 'win', 'did', ""n't"", 'come', 'easy', 'for', 'RCB', 'with', 'Hardik', 'and', 'Tilak', 'giving', 'them', 'a', 'scare', ',', 'but', 'Krunal', 'kept', 'his', 'calm']","['SCONJ', 'VERB', 'NUM', 'PUNCT', 'DET', 'NOUN', 'AUX', 'PART', 'VERB', 'ADJ', 'SCONJ', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'VERB', 'PRON', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['prep', 'pcomp', 'dobj', 'punct', 'det', 'nsubj', 'aux', 'neg', 'ROOT', 'acomp', 'mark', 'nsubj', 'prep', 'pobj', 'cc', 'conj', 'advcl', 'dative', 'det', 'dobj', 'punct', 'cc', 'nsubj', 'conj', 'poss', 'dobj']"
41,M21,"Marsh, Pooran outgun KKR in high-scoring thriller",Headline,ESPNCricinfo,"['Marsh', ',', 'Pooran', 'outgun', 'KKR', 'in', 'high', '-', 'scoring', 'thriller']","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'PROPN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['advcl', 'punct', 'nsubj', 'ROOT', 'dobj', 'prep', 'amod', 'punct', 'amod', 'pobj']"
42,M21,LSG conceded 90 in the powerplay during the 239 chase before inducing a collapse of 5 for 33 to beat the hosts,Summary,ESPNCricinfo,"['LSG', 'conceded', '90', 'in', 'the', 'powerplay', 'during', 'the', '239', 'chase', 'before', 'inducing', 'a', 'collapse', 'of', '5', 'for', '33', 'to', 'beat', 'the', 'hosts']","['PROPN', 'VERB', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'SCONJ', 'NUM', 'PART', 'VERB', 'DET', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'dobj', 'prep', 'det', 'pobj', 'prep', 'det', 'nummod', 'pobj', 'prep', 'pcomp', 'det', 'dobj', 'prep', 'pobj', 'mark', 'nsubj', 'aux', 'advcl', 'det', 'dobj']"
43,M22,Arya's blazing 103 off 42 balls consigns CSK to fourth successive defeat,Headline,ESPNCricinfo,"['Arya', ""'s"", 'blazing', '103', 'off', '42', 'balls', 'consigns', 'CSK', 'to', 'fourth', 'successive', 'defeat']","['PROPN', 'PART', 'VERB', 'NUM', 'ADV', 'NUM', 'NOUN', 'VERB', 'PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'case', 'acl', 'dobj', 'prep', 'nummod', 'pobj', 'ROOT', 'dobj', 'prep', 'amod', 'amod', 'pobj']"
44,M22,CSK dropped five catches before failing to chase another 180-plus target,Summary,ESPNCricinfo,"['CSK', 'dropped', 'five', 'catches', 'before', 'failing', 'to', 'chase', 'another', '180', '-', 'plus', 'target']","['PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'VERB', 'PART', 'VERB', 'DET', 'NUM', 'PUNCT', 'CCONJ', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'nummod', 'dobj', 'prep', 'pcomp', 'aux', 'xcomp', 'det', 'nummod', 'punct', 'quantmod', 'dobj']"
45,M23,Sai Sudharsan and Prasidh lead GT to the top of the IPL table,Headline,ESPNCricinfo,"['Sai', 'Sudharsan', 'and', 'Prasidh', 'lead', 'GT', 'to', 'the', 'top', 'of', 'the', 'IPL', 'table']","['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'nsubj', 'cc', 'conj', 'ROOT', 'dobj', 'prep', 'det', 'pobj', 'prep', 'det', 'compound', 'pobj']"
46,M23,They posted 217 and defended it with aplomb in dew-free conditions in Ahmedabad despite a fighting fifty from Hetmyer,Summary,ESPNCricinfo,"['They', 'posted', '217', 'and', 'defended', 'it', 'with', 'aplomb', 'in', 'dew', '-', 'free', 'conditions', 'in', 'Ahmedabad', 'despite', 'a', 'fighting', 'fifty', 'from', 'Hetmyer']","['PRON', 'VERB', 'NUM', 'CCONJ', 'VERB', 'PRON', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'SCONJ', 'DET', 'NOUN', 'NUM', 'ADP', 'PROPN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'dobj', 'cc', 'conj', 'dobj', 'prep', 'pobj', 'prep', 'npadvmod', 'punct', 'amod', 'pobj', 'prep', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'pobj']"
47,M24,KL Rahul hands RCB another loss in Bengaluru,Headline,ESPNCricinfo,"['KL', 'Rahul', 'hands', 'RCB', 'another', 'loss', 'in', 'Bengaluru']","['PROPN', 'PROPN', 'VERB', 'PROPN', 'DET', 'NOUN', 'ADP', 'PROPN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'nsubj', 'ROOT', 'dobj', 'det', 'dobj', 'prep', 'pobj']"
48,M24,"After being restricted to 163 for 7, RCB's bowlers brought them back in the game, only to be denied by the local lad",Summary,ESPNCricinfo,"['After', 'being', 'restricted', 'to', '163', 'for', '7', ',', 'RCB', ""'s"", 'bowlers', 'brought', 'them', 'back', 'in', 'the', 'game', ',', 'only', 'to', 'be', 'denied', 'by', 'the', 'local', 'lad']","['ADP', 'AUX', 'VERB', 'ADP', 'NUM', 'ADP', 'NUM', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'VERB', 'PRON', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['prep', 'auxpass', 'pcomp', 'prep', 'pobj', 'prep', 'pobj', 'punct', 'poss', 'case', 'nsubj', 'ROOT', 'dobj', 'advmod', 'prep', 'det', 'pobj', 'punct', 'advmod', 'aux', 'auxpass', 'advcl', 'agent', 'det', 'amod', 'pobj']"
49,M25,CSK suffer fifth loss on the trot as KKR register monster win,Headline,ESPNCricinfo,"['CSK', 'suffer', 'fifth', 'loss', 'on', 'the', 'trot', 'as', 'KKR', 'register', 'monster', 'win']","['PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'SCONJ', 'PROPN', 'VERB', 'NOUN', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'amod', 'dobj', 'prep', 'det', 'pobj', 'mark', 'nsubj', 'advcl', 'compound', 'dobj']"
50,M25,"Batting first, CSK could manage only 103 for 9, their lowest total at Chepauk",Summary,ESPNCricinfo,"['Batting', 'first', ',', 'CSK', 'could', 'manage', 'only', '103', 'for', '9', ',', 'their', 'lowest', 'total', 'at', 'Chepauk']","['NOUN', 'ADV', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADV', 'NUM', 'ADP', 'NUM', 'PUNCT', 'PRON', 'ADJ', 'NOUN', 'ADP', 'PROPN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['advcl', 'advmod', 'punct', 'nsubj', 'aux', 'ROOT', 'advmod', 'dobj', 'prep', 'pobj', 'punct', 'poss', 'amod', 'dobj', 'prep', 'pobj']"
51,M26,Markram and Pooran end Gujarat Titans' winning streak,Headline,ESPNCricinfo,"['Markram', 'and', 'Pooran', 'end', 'Gujarat', 'Titans', ""'"", 'winning', 'streak']","['PROPN', 'CCONJ', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PART', 'VERB', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nmod', 'cc', 'conj', 'compound', 'compound', 'poss', 'case', 'amod', 'ROOT']"
52,M26,A target of 181 was too little against the might of the Lucknow Super Giants batting line-up,Summary,ESPNCricinfo,"['A', 'target', 'of', '181', 'was', 'too', 'little', 'against', 'the', 'might', 'of', 'the', 'Lucknow', 'Super', 'Giants', 'batting', 'line', '-', 'up']","['DET', 'NOUN', 'ADP', 'NUM', 'AUX', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['det', 'nsubj', 'prep', 'pobj', 'ROOT', 'advmod', 'acomp', 'prep', 'det', 'pobj', 'prep', 'det', 'compound', 'compound', 'compound', 'compound', 'compound', 'punct', 'pobj']"
53,M27,Abhishek Sharma's whirlwind 141 leads SRH to second-highest IPL chase,Headline,ESPNCricinfo,"['Abhishek', 'Sharma', ""'s"", 'whirlwind', '141', 'leads', 'SRH', 'to', 'second', '-', 'highest', 'IPL', 'chase']","['PROPN', 'PROPN', 'PART', 'NOUN', 'NUM', 'VERB', 'PROPN', 'ADP', 'ADV', 'PUNCT', 'ADJ', 'PROPN', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'poss', 'case', 'nsubj', 'nummod', 'ROOT', 'dobj', 'prep', 'advmod', 'punct', 'amod', 'compound', 'pobj']"
54,M27,Travishek finally clicked this season and effortlessly chased down 246 in Hyderabad,Summary,ESPNCricinfo,"['Travishek', 'finally', 'clicked', 'this', 'season', 'and', 'effortlessly', 'chased', 'down', '246', 'in', 'Hyderabad']","['PROPN', 'ADV', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'ADV', 'NUM', 'ADP', 'PROPN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'advmod', 'ROOT', 'det', 'dobj', 'cc', 'advmod', 'conj', 'advmod', 'dobj', 'prep', 'pobj']"
55,M28,RCB extend winning run away from home as Kohli and Salt sink Royals,Headline,ESPNCricinfo,"['RCB', 'extend', 'winning', 'run', 'away', 'from', 'home', 'as', 'Kohli', 'and', 'Salt', 'sink', 'Royals']","['PROPN', 'VERB', 'VERB', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'NOUN', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'amod', 'ROOT', 'dobj', 'advmod', 'prep', 'pobj', 'prep', 'pobj', 'cc', 'compound', 'compound', 'conj']"
56,M28,"Yashasvi Jaiswal put on a clinic, smashing 75 of his team's 173, but that total was never going to be enough",Summary,ESPNCricinfo,"['Yashasvi', 'Jaiswal', 'put', 'on', 'a', 'clinic', ',', 'smashing', '75', 'of', 'his', 'team', ""'s"", '173', ',', 'but', 'that', 'total', 'was', 'never', 'going', 'to', 'be', 'enough']","['PROPN', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NUM', 'ADP', 'PRON', 'NOUN', 'PART', 'NUM', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'AUX', 'ADV', 'VERB', 'PART', 'AUX', 'ADJ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'nsubj', 'ROOT', 'prt', 'det', 'dobj', 'punct', 'advcl', 'dobj', 'prep', 'poss', 'poss', 'case', 'pobj', 'punct', 'cc', 'det', 'nsubj', 'aux', 'neg', 'conj', 'aux', 'xcomp', 'acomp']"
57,M29,Mumbai Indians clinch thriller to end Delhi Capitals' unbeaten streak,Headline,ESPNCricinfo,"['Mumbai', 'Indians', 'clinch', 'thriller', 'to', 'end', 'Delhi', 'Capitals', ""'"", 'unbeaten', 'streak']","['PROPN', 'PROPN', 'VERB', 'NOUN', 'PART', 'VERB', 'PROPN', 'PROPN', 'PART', 'ADJ', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'nsubj', 'ROOT', 'dobj', 'aux', 'advcl', 'compound', 'poss', 'case', 'amod', 'dobj']"
58,M29,Karun Nair's comeback knock went in vain as DC imploded to lose by 12 runs,Summary,ESPNCricinfo,"['Karun', 'Nair', ""'s"", 'comeback', 'knock', 'went', 'in', 'vain', 'as', 'DC', 'imploded', 'to', 'lose', 'by', '12', 'runs']","['PROPN', 'PROPN', 'PART', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'PROPN', 'VERB', 'PART', 'VERB', 'ADP', 'NUM', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'poss', 'case', 'compound', 'nsubj', 'ROOT', 'prep', 'npadvmod', 'mark', 'nsubj', 'advcl', 'aux', 'xcomp', 'prep', 'nummod', 'pobj']"
59,M30,"Dhoni, Noor and Jadeja snap CSK's losing streak",Headline,ESPNCricinfo,"['Dhoni', ',', 'Noor', 'and', 'Jadeja', 'snap', 'CSK', ""'s"", 'losing', 'streak']","['PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PROPN', 'PART', 'NOUN', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'punct', 'conj', 'cc', 'conj', 'ROOT', 'poss', 'case', 'amod', 'dobj']"
60,M30,Dhoni and Dube came together during a tricky situation to put up a match-winning 57-run stand,Summary,ESPNCricinfo,"['Dhoni', 'and', 'Dube', 'came', 'together', 'during', 'a', 'tricky', 'situation', 'to', 'put', 'up', 'a', 'match', '-', 'winning', '57', '-', 'run', 'stand']","['PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NUM', 'PUNCT', 'NOUN', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'cc', 'conj', 'ROOT', 'advmod', 'prep', 'det', 'amod', 'pobj', 'aux', 'advcl', 'prt', 'det', 'npadvmod', 'punct', 'amod', 'nummod', 'punct', 'compound', 'dobj']"
61,M31,Chahal four-for stuns KKR as PBKS defend 111,Headline,ESPNCricinfo,"['Chahal', 'four', '-', 'for', 'stuns', 'KKR', 'as', 'PBKS', 'defend', '111']","['NOUN', 'NUM', 'PUNCT', 'ADP', 'NOUN', 'PROPN', 'SCONJ', 'PROPN', 'VERB', 'NUM']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ROOT', 'nummod', 'punct', 'prep', 'dobj', 'appos', 'mark', 'nsubj', 'advcl', 'dobj']"
62,M31,"Chasing 112, KKR went from 62 for 2 to be bowled out for 95",Summary,ESPNCricinfo,"['Chasing', '112', ',', 'KKR', 'went', 'from', '62', 'for', '2', 'to', 'be', 'bowled', 'out', 'for', '95']","['VERB', 'NUM', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'NUM', 'SCONJ', 'NUM', 'PART', 'AUX', 'VERB', 'ADP', 'ADP', 'NUM']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['advcl', 'dobj', 'punct', 'nsubj', 'ROOT', 'prep', 'pobj', 'mark', 'nsubjpass', 'aux', 'auxpass', 'advcl', 'prt', 'prep', 'pobj']"
63,M32,DC win an IPL classic in Delhi after Super Over drama,Headline,ESPNCricinfo,"['DC', 'win', 'an', 'IPL', 'classic', 'in', 'Delhi', 'after', 'Super', 'Over', 'drama']","['PROPN', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'ADP', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'det', 'compound', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']"
64,M32,"With nine needed off the final over with six wickets in hand, RR seemed to have the edge, only for Mitchell Starc to turn the script around",Summary,ESPNCricinfo,"['With', 'nine', 'needed', 'off', 'the', 'final', 'over', 'with', 'six', 'wickets', 'in', 'hand', ',', 'RR', 'seemed', 'to', 'have', 'the', 'edge', ',', 'only', 'for', 'Mitchell', 'Starc', 'to', 'turn', 'the', 'script', 'around']","['ADP', 'NUM', 'VERB', 'ADP', 'DET', 'ADJ', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'PROPN', 'PROPN', 'PART', 'VERB', 'DET', 'NOUN', 'ADV']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['prep', 'pobj', 'acl', 'prt', 'det', 'pobj', 'prep', 'prep', 'nummod', 'pobj', 'prep', 'pobj', 'punct', 'nsubj', 'ROOT', 'aux', 'xcomp', 'det', 'dobj', 'punct', 'advmod', 'mark', 'compound', 'nsubj', 'aux', 'advcl', 'det', 'dobj', 'advmod']"
65,M33,MI's bowling tricks on slow pitch get them second straight win,Headline,ESPNCricinfo,"['MI', ""'s"", 'bowling', 'tricks', 'on', 'slow', 'pitch', 'get', 'them', 'second', 'straight', 'win']","['PROPN', 'PART', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PRON', 'ADJ', 'ADJ', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['poss', 'case', 'amod', 'nsubj', 'prep', 'amod', 'pobj', 'ROOT', 'nsubj', 'ccomp', 'amod', 'dobj']"
66,M33,"Will Jacks' offspin, pace bowlers' yorkers restricted SRH before the hosts cruised home",Summary,ESPNCricinfo,"['Will', 'Jacks', ""'"", 'offspin', ',', 'pace', 'bowlers', ""'"", 'yorkers', 'restricted', 'SRH', 'before', 'the', 'hosts', 'cruised', 'home']","['AUX', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PART', 'NOUN', 'VERB', 'PROPN', 'SCONJ', 'DET', 'NOUN', 'VERB', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['aux', 'poss', 'case', 'nsubj', 'punct', 'compound', 'poss', 'case', 'nsubj', 'ROOT', 'dobj', 'mark', 'det', 'nsubj', 'advcl', 'dobj']"
67,M34,"Chahal, Arshdeep and Wadhera hand RCB third successive defeat at home",Headline,ESPNCricinfo,"['Chahal', ',', 'Arshdeep', 'and', 'Wadhera', 'hand', 'RCB', 'third', 'successive', 'defeat', 'at', 'home']","['ADJ', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'NOUN', 'PROPN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'punct', 'conj', 'cc', 'conj', 'ROOT', 'nmod', 'amod', 'amod', 'dobj', 'prep', 'pobj']"
68,M34,"A bowler-friendly pitch, perhaps because of a little rain before the game, meant 14 wickets fell in 26.1 overs",Summary,ESPNCricinfo,"['A', 'bowler', '-', 'friendly', 'pitch', ',', 'perhaps', 'because', 'of', 'a', 'little', 'rain', 'before', 'the', 'game', ',', 'meant', '14', 'wickets', 'fell', 'in', '26.1', 'overs']","['DET', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['det', 'npadvmod', 'punct', 'amod', 'ROOT', 'punct', 'advmod', 'prep', 'pcomp', 'det', 'amod', 'pobj', 'prep', 'det', 'pobj', 'punct', 'acl', 'nummod', 'nsubj', 'ccomp', 'prep', 'nummod', 'pobj']"
69,M35,Buttler bosses the chase to power GT to No. 1,Headline,ESPNCricinfo,"['Buttler', 'bosses', 'the', 'chase', 'to', 'power', 'GT', 'to', 'No', '.', '1']","['PROPN', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'NUM']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'ROOT', 'det', 'dobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'pobj', 'nummod']"
70,M35,"After keeping wicket for 20 overs on a hot afternoon, Buttler scored an unbeaten 97 off 54 balls",Summary,ESPNCricinfo,"['After', 'keeping', 'wicket', 'for', '20', 'overs', 'on', 'a', 'hot', 'afternoon', ',', 'Buttler', 'scored', 'an', 'unbeaten', '97', 'off', '54', 'balls']","['ADP', 'VERB', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'DET', 'ADJ', 'NUM', 'ADP', 'NUM', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['prep', 'pcomp', 'acomp', 'prep', 'nummod', 'pobj', 'prep', 'det', 'amod', 'pobj', 'punct', 'nsubj', 'ROOT', 'det', 'amod', 'nummod', 'amod', 'nummod', 'dobj']"
